"Name of institution";"Type of institution - 1. Level";"Type of institution - 2. Level";"Type of institution - 3. Level";"Address main location: Street No.";"Address main location: Postal code";"Address main location: City";"Web address";"Count of employees [1]";"Foundation year";Twitter;"Profile text";"Secondary locations";"Keywords [2]"
"Fraunhofer-Institut für Mikrotechnik und Mikrosysteme IMM";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Carl-Zeiss-Straße 18/20";55129;Mainz;www.imm.fraunhofer.de;140;1990;https://twitter.com/https://x.com/FraunhoferIMM;"Das Fraunhofer IMM fokussiert seine FuE-Tätigkeit in den Bereichen Energie, Chemie und Diagnostik überwiegend auf die Themen Saubere Energie, Nachhaltigkeit und Gesundheit. Das Thema Saubere Energie umfasst Lösungen für die Energieversorgung auf Wasserstoffbasis, Power-to-Chemicals, Ammoniaknutzung und Strahlungsüberwachung. Das Thema Nachhaltigkeit umfasst Lösungen für die flow-chemistry-basierte Prozessintensivierung, dezentrale Produktionskonzepte für Chemikalien, Umweltüberwachung und Prozessüberwachung. Das Thema Gesundheit umfasst Lösungen für die Infektions- und Krebsdiagnostik, Liquid-Biopsy und Einzelzellanalyse, biologische Medienanalyse und Nanopartikelsysteme für therapeutische und diagnostische sowie industrielle Anwendungen.";;"Chemie, Biologie, Chemische Verfahrenstechnik, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien, Medizinische Biotechnologie"
"Fraunhofer-Institut für Molekularbiologie und Angewandte Oekologie IME";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Forckenbeckstraße 6";52074;Aachen;www.ime.fraunhofer.de;430;1959;;"Forschung vom Molekül zum Ökosystem: Die Kernkompetenzen des Fraunhofer IME gliedern sich in zwei Bereiche, Molekulare Biotechnologie und Angewandte Ökologie, deren Aktivitäten auf vier Standorte verteilt sind. In Aachen und Münster etablieren wir bedarfsoptimierte Pflanzen, tierische Zellen und Mikroorganismen für verschiedene industrielle Anwendungen. Am Institutsteil Bioressourcen in Gießen, der dem Forschungsbereich Molekulare Biotechnologie zugehörig ist, entsteht ein weltweit einzigartiges Zentrum für die Erschließung von Bioressourcen. Der Bereich Angewandte Oekologie in Schmallenberg befasst sich mit der Risikobewertung von synthetischen und biogenen Stoffen für Umwelt und Verbraucher.";"Schmallenberg, Münster, Gießen";"Biologie, Umweltbiotechnologie, Industrielle Biotechnologie, Nanotechnologie, Medizinische Biotechnologie, Agrarbiotechnologie"
"Fraunhofer-Institut für Nachrichtentechnik, Heinrich-Hertz-Institut, HHI";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Einsteinufer 37";10587;Berlin;www.hhi.fraunhofer.de;386;1928;https://twitter.com/https://x.com/FraunhoferHHI;"Innovationen für die digitale Gesellschaft von morgen stehen im Mittelpunkt der Forschungs- und Entwicklungsarbeit des Fraunhofer-Instituts für Nachrichtentechnik, Heinrich-Hertz-Institut, HHI. Dabei ist das Fraunhofer HHI weltweit führend in der Erforschung von mobilen und optischen Kommunikationsnetzen und -systemen, faseroptischen Sensorsystemen sowie der Kodierung von Videosignalen und der Bilddatenverarbeitung. Gemeinsam mit internationalen Partnern aus Forschung und Industrie arbeitet das Fraunhofer HHI im gesamten Spektrum der digitalen Infrastruktur – von der grundlegenden Forschung bis hin zur Entwicklung von Prototypen und Lösungen. Das Institut trägt signifikant zu den Standards für Informations- und Kommunikationstechnologien bei.";"Goslar, Berlin";"Mathematik, Informatik und Informationswissenschaften, Physik, Elektrotechnik, Elektronik, Informationstechnik, Medizintechnik, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien, Klinische Medizin, Andere medizinische Wissenschaften"
"Fraunhofer-Institut für Naturwissenschaftlich-Technische Trendanalysen INT";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Appelsgarten 2";53879;Euskirchen;www.int.fraunhofer.de;130;1974;https://twitter.com/https://x.com/Fraunhofer_INT;"Das Fraunhofer INT bietet wissenschaftlich fundierte Analyse- und Bewertungsfähigkeit über das gesamte Spektrum technologischer Entwicklungen. Vertieft wird dieser Überblick durch eigene Fachanalysen und -prognosen auf ausgewählten Technologiegebieten und durch eigene theoretische und experimentelle Arbeiten auf dem Gebiet elektromagnetischer und nuklearer Effekte. Seit mehr als 40 Jahren ist das INT ein verlässlicher Partner für das Bundesministerium für Verteidigung (BMVg). Zudem forscht das INT für und berät erfolgreich auch andere, zivile öffentliche Auftraggeber und Unternehmen, national wie international, vom mittelständischen Unternehmen bis zum DAX30-Konzern.";;"Informatik und Informationswissenschaften, Physik, Chemie, Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Biologie, Andere Naturwissenschaften, Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Chemische Verfahrenstechnik, Werkstofftechnik, Umwelttechnik, Umweltbiotechnologie, Industrielle Biotechnologie, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien, Volks- und Betriebswirtschaftslehre, Soziologie, Politikwissenschaften, Sozial- und Wirtschaftsgeografie, Geschichte und Archäologie, Philosophie, Ethik und Religion"
"Fraunhofer-Institut für Offene Kommunikationssysteme FOKUS";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Kaiserin-Augusta-Allee 31";10589;Berlin;www.fokus.fraunhofer.de;478;1988;https://twitter.com/https://x.com/fraunhoferfokus;"Fraunhofer FOKUS erforscht die digitale Vernetzung und ihre Auswirkungen auf Gesellschaft, Wirtschaft und Technologie. Seit 1988 unterstützt es Wirtschaftsunternehmen und die öffentliche Verwaltung bei der Gestaltung und Umsetzung des digitalen Wandels. Dazu bietet Fraunhofer FOKUS Forschungsleistungen von der Anforderungsanalyse über Beratung, Machbarkeitsstudien, Technologieentwicklung bis hin zu Prototypen und Piloten in den Geschäftsbereichen Digital Public Services, Future Applications and Media, Quality Engineering, Smart Mobility, Software-based Networks und Vernetzte Sicherheit.";;"Mathematik, Informatik und Informationswissenschaften"
"Fraunhofer-Institut für Optronik, Systemtechnik und Bildauswertung IOSB";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Fraunhoferstraße 1";76131;Karlsruhe;www.iosb.fraunhofer.de;850;2010;https://twitter.com/https://x.com/FraunhoferIOSB/;"Neuartige Sichtsysteme entwickeln, Sensoren optimal einsetzen und vernetzen, die entstehenden Datenströme verarbeiten und gemäß der Aufgabenstellung auswerten – auf dieser Basis Menschen effizient unterstützen, fundierte Entscheidungen treffen oder autonome Systeme intelligent steuern: Diese komplette Prozess- und Verwertungskette ist unsere Domäne. Unsere Kompetenzen von Optronik bis KI nutzen wir für anwendungsorientierte Forschungs- und Industrieprojekte in fünf Geschäftsfeldern: Automatisierung und Digitalisierung, Energie-, Umwelt und Sicherheitssysteme, Inspektion und Optronische Systeme, Künstliche Intelligenz und Autonome Systeme sowie Verteidigung.";"Ilmenau, Lemgo, Ettlingen, Görlitz, Rostock, Karlsruhe, Oberkochen, Berlin";"Informatik und Informationswissenschaften, Physik, Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Elektrotechnik, Elektronik, Informationstechnik, Umwelttechnik, Andere Ingenieurwissenschaften und Technologien"
"Fraunhofer-Institut für Organische Elektronik, Elektronenstrahl- und Plasmatechnik FEP";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Winterbergstraße 28";01277;Dresden;www.fep.fraunhofer.de;197;1992;https://twitter.com/https://x.com/fraunhoferfep;"Das Fraunhofer FEP arbeitet an innovativen Lösungen auf den Arbeitsgebieten der Vakuumbeschichtung, der Oberflächenbehandlung und der organischen Halbleiter. Das Institut bietet ein breites Spektrum an Forschungs-, Entwicklungs- und Pilotfertigungsmöglichkeiten, insbesondere für Behandlung, Sterilisation, Strukturierung und Veredelung von Oberflächen sowie für OLED-Mikrodisplays, organische und anorganische Sensoren und optische Filter. Ziel ist, das Innovationspotenzial der Elektronenstrahl-, Plasmatechnik und organischen Elektronik für neuartige Produktionsprozesse und Bauelemente zu erschließen und es für die Kunden nutzbar zu machen.";Dresden;"Physik, Chemie, Elektrotechnik, Elektronik, Informationstechnik, Werkstofftechnik, Medizintechnik, Nanotechnologie, Medizinische Biotechnologie"
"Fraunhofer-Institut für Photonische Mikrosysteme IPMS";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Maria-Reiche-Straße 2";01109;Dresden;www.ipms.fraunhofer.de;500;2003;;"Das Fraunhofer-Institut für Photonische Mikrosysteme IPMS steht für angewandte Forschung und Entwicklung in den Bereichen Intelligente Industrielösungen und Fertigung, Medizintechnik und Gesundheit sowie Mobilität. Forschungsschwerpunkte sind miniaturisierte Sensoren und Aktoren, integrierte Schaltungen, drahtlose und drahtgebundene Datenkommunikation sowie kundenspezifische MEMS-Systeme.
In zwei hochmodernen Reinräumen findet Forschung und Entwicklung auf 200- und 300-mm-Wafern statt. Das Angebot reicht von der Konzeption über die Prozessentwicklung bis hin zur Pilotserienfertigung.";"Dresden, Cottbus, Erfurt";"Andere Naturwissenschaften, Elektrotechnik, Elektronik, Informationstechnik, Nanotechnologie"
"Fraunhofer-Institut für Physikalische Messtechnik IPM";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Georges-Köhler-Allee 301";79110;Freiburg;www.ipm.fraunhofer.de;270;1973;https://twitter.com/https://x.com/Fraunhofer_IPM;"Fraunhofer IPM entwickelt maßgeschneiderte Messtechnik und Systeme für die Industrie. Langjährige Erfahrungen mit optischen Technologien und funktionalen Materialien bilden die Basis für Hightech-Lösungen in der Produktionskontrolle, der Objekt- und Formerfassung, der Gas- und Prozesstechnologie sowie im Bereich thermische Energiewandler. Messsysteme von Fraunhofer IPM reduzieren den Einsatz von Energie- und Ressourcen und maximieren gleichzeitig Qualität und Zuverlässigkeit. So macht Fraunhofer IPM Prozesse ökologischer und ökonomischer.";;"Informatik und Informationswissenschaften, Physik, Bauingenieurwesen, Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Werkstofftechnik, Umwelttechnik, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien"
"Fraunhofer-Institut für Produktionsanlagen und Konstruktionstechnik IPK";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Pascalstraße 8/9";10587;Berlin;www.ipk.fraunhofer.de;360;1976;;"Als produktionstechnischer Forschungs- und Entwicklungspartner mit ausgeprägter IT-Kompetenz bietet das Fraunhofer IPK in Berlin Systemlösungen, Einzeltechnologien und Dienstleistungen für die digital integrierte Produktion an. Dabei unterstützen wir Unternehmen umfassend entlang der gesamten Wertschöpfungskette: von der Produktentwicklung über die Planung und Steuerung der Maschinen und Anlagen, inklusive der Technologien für die Teilefertigung, bis hin zur umfassenden Automatisierung und dem Management von Fabrikbetrieben. Zudem übertragen wir produktionstechnische Lösungen in Anwendungsgebiete außerhalb der Industrie, etwa in die Bereiche Verkehr und Sicherheit.";;"Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Werkstofftechnik, Industrielle Biotechnologie"
"Fraunhofer-Institut für Produktionstechnik und Automatisierung IPA";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Nobelstraße 12";70569;Stuttgart;www.ipa.fraunhofer.de;1200;1959;https://twitter.com/https://x.com/Fraunhofer_IPA;"Organisatorische und technologische Aufgaben aus der Produktion sind Forschungsschwerpunkte des Instituts. Methoden, Komponenten und Geräte bis hin zu kompletten Maschinen und Anlagen werden entwickelt, erprobt und umgesetzt. 19 Fachabteilungen arbeiten interdisziplinär, koordiniert durch 6 Geschäftsfelder, vor allem mit den Branchen Automotive, Maschinen- und Anlagenbau, Elektronik und Mikrosystemtechnik, Energie, Medizin- und Biotechnik sowie Prozessindustrie zusammen. An der wirtschaftlichen Produktion nachhaltiger und personalisierter Produkte orientiert das Fraunhofer IPA seine Forschung.";"Bayreuth, Mannheim, Budapest, Wien, Reutlingen, Shanghai, Kansai, Schweinfurt";"Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Werkstofftechnik, Medizintechnik, Industrielle Biotechnologie, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien, Medizinische Biotechnologie"
"Fraunhofer-Institut für Produktionstechnologie IPT";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Steinbachstraße 17";52074;Aachen;www.ipt.fraunhofer.de;485;1980;https://twitter.com/https://x.com/fraunhofeript;"Das Fraunhofer-Institut für Produktionstechnologie IPT erarbeitet Systemlösungen für die nachhaltige, resiliente und digitalisierte Produktion ressourcenschonender Produkte sowie die dazugehörigen Dienstleistungen. Das Institut optimiert neue und bestehende Methoden, Technologien und Prozesse für eine effiziente, krisenfeste und ökologische Produktion der Zukunft, die Klimaschutz und Umweltverträglichkeit in ihre Kalkulation einbezieht. Als Partner der produzierenden Industrie leistet das Fraunhofer IPT durch seine Forschungsarbeiten bedeutende Beiträge zur Etablierung neuer Fertigungsverfahren, Produktionssysteme und Geschäftsmodelle.";;Maschinenbau
"Fraunhofer-Institut für Schicht- und Oberflächentechnik IST";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Riedenkamp 2";38108;Braunschweig;www.ist.fraunhofer.de;185;1990;;"Das Fraunhofer-Institut für Schicht- und Oberflächentechnik IST erschließt die Potenziale für zukunftsfähige Produkte und zugehörige wettbewerbsfähige, skalierbare Produktionssysteme. Forschungsthemen beinhalten die Anlagentechnik, Prozessketten der Verfahrens-, Prozess- und Fertigungstechnik sowie die Betrachtung von Fabriksystemen. Ausgehend von den Anforderungen der Nachhaltigkeit wird der gesamte Produktlebensweg berücksichtigt – vom Werkstoff über den Prozess zum Bauteil und Produkt bis hin zum Recycling. Schwerpunkte liegen auf Lösungen in den Branchen Maschinen-, Fahrzeug- und Anlagenbau, Werkzeuge, Luft- und Raumfahrt, Energie, Optik, Medizin, Pharma, Agrar- und Ernährungswirtschaft, Chemie und Umwelttechnik sowie Digitale Services.";"Dortmund, Göttingen, Braunschweig, Wolfsburg";"Bauingenieurwesen, Maschinenbau, Chemische Verfahrenstechnik, Werkstofftechnik, Medizintechnik, Umwelttechnik, Umweltbiotechnologie, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien"
"Fraunhofer-Institut für Sichere Informationstechnologie SIT";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Rheinstraße 75";64295;Darmstadt;www.sit.fraunhofer.de;"ca. 240";1961;https://twitter.com/https://x.com/FraunhoferSIT;"Das Fraunhofer-Institut für Sichere Informationstechnologie SIT zählt zu den weltweit führenden Forschungseinrichtungen für Cybersicherheit und Privatsphärenschutz. Das Institut beschäftigt sich mit den zentralen Sicherheitsherausforderungen in Wirtschaft, Verwaltung und Gesellschaft und betreibt anwendungsorientierte Spitzenforschung und Innovationsentwicklung. Es unterstützt seine Partner bei der Konzeption neuer IT-Sicherheitslösungen, dem Schutz von IT-Systemen sowie der Entwicklung neuer Produkte und Dienstleistungen. Das Fraunhofer SIT ist beteiligt am Nationalen Forschungszentrum für angewandte Cybersicherheit und Privatsphärenschutz ATHENE, dem größten Forschungszentrum für angewandte Security und Privacy in Europa.";"Steinfurt, Berlin, Sankt Augustin, Jerusalem";"Informatik und Informationswissenschaften, Elektrotechnik, Elektronik, Informationstechnik, Andere Ingenieurwissenschaften und Technologien"
"Fraunhofer-Institut für Silicatforschung ISC";"Außeruniversitäre Forschungseinrichtungen";Fraunhofer-Gesellschaft;"Fraunhofer Einrichtungen im Inland";"Neunerplatz 2";97082;Würzburg;www.isc.fraunhofer.de;370;1926;;"Das Fraunhofer-Institut für Silicatforschung ISC ist eines der führenden Zentren für materialbasierte Forschung und Entwicklung in den Bereichen Ressourceneffizienz, Energie, Umwelt und Gesundheit. Mit Funktionsmaterialien und zukunftsweisenden Technologien werden nachhaltigere Produkte mit weniger Ressourceneinsatz entwickelt und wesentliche Beiträge zur Lösung der großen globalen Fragen und Herausforderungen der Zukunft geleistet. Digitalisierung, Automation und Künstliche Intelligenz unterstützen die Entwicklung und Implementierung nachhaltiger Materialien. Zum Fraunhofer ISC gehören das Fraunhofer-Translationszentrum für Regenerative Therapien in Würzburg sowie das Fraunhofer-Zentrum für Hochtemperatur-Leichtbau HTL in Bayreuth.";"Bayreuth, Wertheim, Würzburg";"Chemie, Andere Naturwissenschaften, Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Chemische Verfahrenstechnik, Werkstofftechnik, Medizintechnik, Umweltbiotechnologie, Nanotechnologie, Gesundheitswissenschaften, Medizinische Biotechnologie"
